Activity Master: Activity Master Number	Activity Master: ID	Zone	Activity Code	Activity Name	Activity Name (Arabic)	Status	Minimum Share Capital	License Type	License Type (Arabic)	Is Not Allowed for Coworking(ESR)	RAKEZ HSE Risk Classification	Compliance Risk Rating -RR	Is Special	Activity Price	Activity Group	Activity Group (Arabic)	GICS Business Sector	GICS Subsector	Segment Name English	Segment Name Arabic	Description	Description (Arabic)	Qualification Requirement	Documents Required
AM-03547	a0v580000018MGF	Freezone	7020017	Sports Consultancy and Studies	استشارات ودراسات رياضية	Active		Services	خدمية	-	Low		Standard		Consultancy -D- management, information and marketing	الاستشارات - الادارة والمعلومات	Industrials	Professional Services			Sports Consultancy and Studies	استشارات ودراسات رياضية		General Authority of Sports
AM-08539	a0v4H00000g5mcW	Freezone	7310023	Sports Events Marketing	تسويق الفعاليات الرياضية	Active		Commercial	تجارية	-	Low		Standard		Marketing services	الخدمات التسويقية	Communication Services	Media			Includes firms engaged in marketing and promoting championships and festivals on behalf of the sport and cultural authorities and clubs, as well as finding official sponsors for such events, including the follow-up all the contracting subsequent formalities.	يشمل المنشآت التي تقوم نيابة عن الإتحادات والهيئات والأندية الرياضية والثقافية بتسويق وترويج البطولات والمهرجانات وكافة الفعاليات التي تقيمها تلك الجهات وذلك بغرض إستقطاب وإيجاد رعاة رسميون يقومون برعاية تلك الفعاليات, كما يشمل متابعة كل الأمور التي تترتب على التعاقدات اللاحقة.		
AM-06179	a0v580000018Mwh	Freezone	515945	Sports Fields & Halls Equipment Trading	تجارة معدات الملاعب والصالات الرياضية وتجهيزاتها	Active		Commercial	تجارية	-	Low		Standard		Mechanical & engineering equipment trading	تجارة المعدات الميكانيكية والهندسية	Consumer Discretionary	Consumer Discretionary Distribution & Retail			Includes reselling outdoor and indoor games articles and equipment for sports, gymnasium, fitness centre or athletic equipment.	يشمل إعادة بيع المعدات والأجهزة لممارسة الألعاب الرياضية سواء داخل الصالات أو خارجها.		
AM-05981	a0v580000018MtV	Freezone	369300	Sports Goods Manufacturing	صناعة الأدوات واللوازم الرياضية	Active	150,000	Industrial	صناعية	-	Low		Standard		Personal requisities manufacturing	صناعة اللوازم الشخصية	Consumer Discretionary	Leisure Products			Includes manufacturing of sporting and athletic articles and equipment for outdoor and indoor games, such as rackets, balls, fishing and hunting requisites, roller skates, gymnasium and fitness centers or athletic equipment.	يشمل صناعة الأدوات والمعدات المستخدمة لممارسة الألعاب الرياضية وألعاب القوى خارج وداخل الأماكن والصالات المغلقة، ومنها المضارب، الكرات، مستلزمات صيد الأسماك والقنص، أحذية التزلج، مستلزمات الصالات الرياضية.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06807	a0v5800000dp8Ds	Freezone	100015	Sports Management and Promotion	الإدارة الرياضية والترويج	Active		Media	اعلام	-	Low		Standard		Event Management Services	خدمات إدارة الفعاليات	Communication Services	Media			Sports Management and Promotion	الإدارة الرياضية والترويج		Media Brief Form
AM-03549	a0v580000018MGH	Freezone	RAKEZ /2017/17	Sports Services	الخدمات الرياضية	Active		Services	خدمية	-	Low		Standard		Sports Services	الخدمات الرياضية	Consumer Services	Sports & Recreation			Sports Services.Company can provide a range of specialized services to sports teams or clubs, such as, conducting contacts to secure contracts with coaches, arrange for Inside and outside pre-season team camps, making contacts with international sport clubs to participate in local sport events, operating indoor or outdoor sport arenas.	الخدمات الرياضية		General Authority of Sports
AM-05983	a0v580000018MtX	Freezone	181010	Sports Wears Manufacturing	صناعة الملابس الرياضية	Active	150,000	Industrial	صناعية	-	Medium		Standard		Manufacturing of garments and rugs	صناعة الملابس والمفارش	Consumer Discretionary	Textiles, Apparel & Luxury Goods			Includes manufacturing men and women sportswear such as sweat shirts, sports jersey, boxer shorts, track pants and sports shorts…etc	يشمل صناعة الملابس الرجالية والنسائية للممارسة مختلف المناشط الرياضية، ويشمل ذلك الكنزات الفضفاضة، القمصان، السراويل القصيرة والطويلة وغيرها		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06180	a0v580000018Mwi	Freezone	513113	Sports Wear Trading	تجارة الملابس الرياضية	Active		Commercial	تجارية	-	Medium		Standard		Sports equipment trading	تجارة المعدات الرياضيه	Consumer Discretionary	Consumer Discretionary Distribution & Retail			Includes reselling sportswear for exercising sports, including socks, shoes, hats, gloves, balls, bags and training suits.	هي إعادة بيع الملابس الرياضية التي ترتدى أثناء تأدية اللعبات الرياضية بأنواعها، وتشمل أيضاً الجوارب والأحذية بالإضافة إلى الأدوات التي تلبس أثناء ممارسة اللعبات الرياضية كالقبعات والكفوف والمضارب والكرات والحقائب الرياضية وبدلات التدريب وغيرها.		
AM-06024	a0v580000018MuC	Freezone	361007	Spring Mattresses Manufacturing	صناعة مراتب السست	Active	150,000	Industrial	صناعية	-	Low		Standard		Manufacture of mats and rugs	صناعه المراتب و الفرش	Consumer Discretionary	Household Durables			Includes manufacturing mattresses fitted with spring using wire coils.	يشمل صناعة مراتب السست بإستخدام الحلقات المعدنية.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06025	a0v580000018MuD	Freezone	2310008	Stained Glass Forming	تشكيل الزجاج الملون	Active	150,000	Industrial	صناعية	-	Low		Standard		Glass industries	صناعة الزجاج	Materials	Construction Materials			Includes manufacturing glass sheets by cutting stained glass to small pieces, fit them tightly together, by lead or any other mastic material, to form pictorial or decorative designs and then fix these sheets on frames made of wood, aluminum profile or any other metal profiles or lixon, this activity also includes any other industry related to stained glass forming.	يشمل صناعة الألواح الزجاجية بطريقة تقطيع الزجاج الملون وجمع تلك القطع مع بعضها البعض وتشكيلها بحيث تمثل لوحات أو صور أو رسومات هندسية وتثبيت القطع الزجاجية باستخدام الرصاص أو أية مواد لاصقة أخرى وتركيب هذه الألواح على أطر مصنوعة من الخشب أو مقاطع الألمنيوم أو غيرها من المقاطع المعدنية أو البلاستيك المقوي، كما يشمل هذا النشاط أية صناعات أخرى تتعلق بتشكيل الزجاج الملون		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06026	a0v580000018MuE	Freezone	369902	Stamps Manufacturing	صناعة الاختام	Active	150,000	Industrial	صناعية	-	Low		Standard		Stationary manufacturing	صناعة الادوات المكتبية ولوازمها	Industrials	Commercial Services & Supplies			Includes manufacturing rubber, wood, steel stamps which are used primarily to authenticate documents and products.	يشمل صناعة الأختام المطاطية، الخشبية والحديدية التي تستخدم في توثيق صحة المستندات والمنتجات		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-08781	a0v4K0000000Bz5	Freezone	2020-06	Stationery, Drawing & Writing Instruments Trading	التجارة بالهدايا والادوات المكتبية وادوات الكتابة والرسم	Inactive		Commercial	تجارية	-			Standard		Commercial	تجارية	Industrials	Commercial Services & Supplies						
AM-06027	a0v580000018MuF	Freezone	369910	Stationery Manufacturing	صناعة الادوات المكتبية	Active	150,000	Industrial	صناعية	-	Medium		Standard		Stationary manufacturing	صناعة الادوات المكتبية ولوازمها	Industrials	Commercial Services & Supplies			Includes manufacturing rulers, pencil sharpeners, rubbers and paper punching and wrapping tools which are operated manually or electrically.	يشمل صناعة المساطر والبرايات والمحايات وأدوات تثقيب الأوراق أو ضمها وحزمها وغيرها من الأدوات واللوازم، سواء أكانت يدوية أم كهربائية وأياً كانت المواد المصنوعة منها.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-05898	a0v580000018MsA	Freezone	513904	Stationery Trading	تجارة الادوات المكتبية وادوات الكتابة والرسم	Active		Commercial	تجارية	-	Medium		Standard		Stationary and books trading	تجارة الكتب والادوات المكتبية	Industrials	Commercial Services & Supplies			Includes reselling stationery, such as copying and writing paper, notebooks, record books, various types of pens and pencils, rulers, sharpeners, paper perforators, paper clipping requisites, ready stamps, typewriters ribbons and other stationery materials, also, drawing requisites including geometrical drawing pencils, decorative pens, rulers, triangular rulers, colors, color pencils, ink, drawing paper and others.	هي إعادة بيع الأدوات المكتبية كأوراق النسخ والكتابة والدفاتر والكراريس والسجلات والبطاقات والمغلفات والمساطر والبرايات وأدوات تثقيب الورق ولوازم حزمه وتثبيته والأختام الجاهزة، وأشرطة الآلات الكاتبة وشرائط ومواد اللصق وغيرها من الأدوات المكتبية، كما يشمل إعادة بيع أدوات الكتابة والرسم كأقلام الكتابة بجميع أنواعها وكذلك أقلام الرسم الهندسي والتحبير والألوان والأقلام الملونة والأحبار وورق الرسم وغيرها.		
AM-04032	a0v580000018MO4	Freezone	RAKEZ /2017/43	Statistical Analysis	تحليل احصائي	Active		Individual / Professional	فردية / مهنية	-	Low		Standard		Engineering & Science	هندسة و خدمات	Industrials	Professional Services			Professional Individual Works	مهام فردية مهنية		
AM-06029	a0v580000018MuH	Freezone	271003	Steel & Alloy Products Cutting	تقطيع الحديد والسبائك المعدنية	Active	150,000	Industrial	صناعية	-	Low		Standard		Casting of steel and iron	صهر و درفلة الحديد و المعادن	Materials	Metals			Includes cutting carbon steel and alloy products to produce steel plates, structural beams, columns, angles, seamless and welded pipes.	يشمل تقطيع الحديد والصلب الكربوني والسبائك المعدنية لإنتاج الألواح, الدعامات الإنشائية, الأعمدة, الزوايا, الأنابيب الملحومة وغير الملحومة وغيرها.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06063	a0v580000018Mup	Freezone	514202	Steel and Basic Steel Products Trading	تجارة منتجات الحديد الاساسية	Active		Commercial	تجارية	-	Low		Standard		Metals & its products trading	تجارت المعادن ومنتجاتها	Industrials	Trading Companies & Distributors			Includes reselling of semi-formed made blocks, partitions, panels, rods, or ingots for various uses.	هي إعادة بيع منتجات الحديد نصف المصنوعة والمجهزة أو غير المجهزة من الكتل أو المقاطع أو الألواح أو القضبان أو الصفائح أو السبائك المصنوعة من الحديد للاستخدامات المتنوعة.		
AM-06031	a0v580000018MuJ	Freezone	271002	Steel Bars Manufacturing	صناعة القضبان الحديدية	Active	150,000	Industrial	صناعية	-	Medium		Standard		Casting of steel and iron	صهر و درفلة الحديد و المعادن	Materials	Metals			Includes manufacturing steel bars for structural reinforcement, or in industries engaged in fabricating various metallic products, such bars which are produced by means of remelting ingots and iron residues and scraps	يشمل صناعة القضبان الحديدية المستخدمة لأغراض التسليح في أعمال البناء والتشييد أو في الصناعات الأخرى لانتاج المنتجات المعدنية المختلفة، ويشمل القضبان التي يتم إنتاجها بأسلوب إعادة صهر السبائك أو المخالفات والنفايات الحديدية.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-09014	a0v4K000001qV64	Freezone	2410902	Steel Bars Preparation	تجهيز القضبان الحديدية	Active	150,000	Industrial	صناعية	-	Medium		Standard		Metal construction industry	صناعة الإنشاءات المعدنية	Materials	Metals	Metal construction industry	صناعة الإنشاءات المعدنية				Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06033	a0v580000018MuL	Freezone	289918	Steel Fabrication & Welding Workshop	ورشة للحدادة واللحام	Active	150,000	Industrial	صناعية	-	Low		Standard		Steel workshop	ورش الحدادة	Materials	Metals			Includes the workshops involved in the fabrication of a variety of metal products by cutting, bending, and assembling processes, including metal frameworks or skeletons for construction, industrial frameworks in metal…etc.	يشمل الورش التي تقوم بتجهيز مختلف أنواع المنتجات الحديدة للأغراض الإنشائية والصناعية عن طريق القص والثني والتجميع		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-09054	a0v4K0000026Iu5	Freezone	RAKEZ9001004	Steel Fabrication and Industrial Coating Engineering	‫الصناعات الفولاذيه، والطلاء الصناعى	Inactive	150,000	Industrial	صناعية	-			Standard		Structural steel manufacturing	صناعه الانشاءات المعدنيه	Industrials	Construction & Engineering						Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority‬
AM-06034	a0v580000018MuM	Freezone	281102	Steel Hangars & Sheds Manufacturing	صناعة الانشاءات المعدنية	Active	150,000	Industrial	صناعية	-	Low		Standard		Structural steel manufacturing	صناعه الانشاءات المعدنيه	Industrials	Building Products			Includes manufacturing of prefabricated buildings and steel structures used as factories, warehouses, airplanes hangars, sheds and other buildings and constructions. It also includes other related operations and materials transportation to work sites.	يشمل صناعة الأبنية والإنشاءات الجاهزة من الصلب، والتي تستخدم في الأغراض المختلفة كأبنية المصانع والمخازن وحظائر الطائرات وغيرها من المساحات المسقوفة (الهناجر) والسقائف (الشبرات) وغيرها من الأبنية والإنشاءات، كما يشمل هذا النشاط القيام بجميع العمليات المتعلقة بصناعة الأبنية والانشاءات الجاهزة بما في ذلك نقل القطع المعدنية الى موقع العمل		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06035	a0v580000018MuN	Freezone	273101	Steel Pipes & Fittings Manufacturing	صناعة الانابيب الحديدية ولوازمها	Active	150,000	Industrial	صناعية	-	Medium		Standard		Pipes and wires manufacturing	صناعه الانابيب و الاسلاك	Materials	Metals			Includes cutting, forming and welding iron panels to manufacture steel pipes used in constructions and laying pipelines, the same is for the connectors and fittings.	يشمل صناعة الأنابيب الحديدية المستخدمة في الأغراض الإنشائية ومد خطوط الأنابيب المختلفة الأغراض بأسلوب قص الألواح الحديدية وتشكيلها ولحامها، كما يشمل صناعة لوازم توصيلها وتركيبتها.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06036	a0v580000018MuO	Freezone	273104	Steel Tubes & Fittings Manufacturing	صناعة المواسير الحديدية ولوازمها	Active	150,000	Industrial	صناعية	-	Medium		Standard		Pipes and wires manufacturing	صناعه الانابيب و الاسلاك	Materials	Metals			Includes manufacturing steel and galvanized tubes, such as welded and extruded steel tubes, high pressure cast iron tubes and others, as well as connectors, knobs, angles and others.	يشمل صناعة المواسير الحديدية والمجلفنة بأنواعها كمواسير الصلب الملحومة، ومواسير الصلب المسحوبة، ومواسير الزهر ذات الضغط العالي وغيرها من المواسير الحديدية، كما يشمل ذلك صناعة لوازم توصيلها وتركيبها للأغراض المختلفة كالوصلات والكعوب والزوايا وغيرها من الأجزاء والملحقات.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06037	a0v580000018MuP	Freezone	289920	Steel Wool Manufacturing	صناعة الليف المعدني	Active	150,000	Industrial	صناعية	-	Medium		Standard		Other metal indusries	صناعات معدنية اخرى	Materials	Metals			Includes manufacturing Steel wool by broaching low-carbon steel for using as an abrasive in finishing and repair work for polishing wood or metal objects, cleaning household cookware.	يشمل صناعة الليف المعدني عن طريق سحج أسلاك الحديد ذا الكربون المنخفض وذلك لإستخدامه في كشط وصقل المعادن والأخشاب وفي تنظيف أدوات الطبخ.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-08775	a0v4K00000009Tw	Freezone	2021101	Sterilizers & Disinfectants Preparation	تحضير المعقمات والمطهرات	Active		Industrial	صناعية	-	Low		Standard		Manufacturing of chemicals	صناعة الكيماويات	Consumer Staples	Household & Personal Products			Includes prepairing of disinfectants and sterilizers made of chemicals, either in a gaseous or liquid form and used to eliminate microorganisms from hands, surfaces, floors, and clothes, this activity involve the firms that use substances and tools as well as a volume of output that do not amount to manufacturing process.	يشمل تحضير المطهرات والمعقمات المصنوعة من الكيماويات سواء أكانت غازية أم سائلة، والتي تستخدم لازالة أو قتل مظاهر الحياة للكائنات الحية الدقيقة سواء كانت بالايدي او الاسطح اوالأرضيات اوالملابس، يشمل هذا النشاط المنشآت التي تقوم بعمليات التحضيربإستخدام أدوات ومواد ومستوى إنتاج لا يرقى للإنتاج الصناعي		RAK Municipality- Public Health Department, Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-08777	a0v4K00000009V9	Freezone	4773316	Sterilizers & Disinfectants Trading	تجارة المعقمات والمطهرات	Active		Commercial	تجارية	-	Low		Standard		Chemicals trading	تجارة الكيماويات	Consumer Staples	Consumer Staples Distribution & Retail			Includes trading of disinfectants and sterilizers made of chemicals, either in a gaseous or liquid form and used to eliminate microorganisms from hands, surfaces, floors, and clothes.	يشمل تجارة المطهرات والمعقمات المصنوعة من الكيماويات سواء أكانت غازية أم سائلة، والتي تستخدم لازالة أو قتل مظاهر الحياة للكائنات الحية الدقيقة سواء كانت بالايدي او الاسطح اوالأرضيات اوالملابس		For Warehouse & Land: Department of Civil Defense, CCTV_Certificate_GENERAL_RESOURCES_AUTHORITY, RAK Municipality- Public Health Department
AM-06065	a0v580000018Mur	Freezone	513121	Sticks & Umbrellas Trading	تجارة العصي والمظلات اليدوية	Active		Commercial	تجارية	-	Low		Standard		Ready made garments qroup	مجموعة الملابس الجاهزة	Consumer Discretionary	Consumer Discretionary Distribution & Retail			Includes reselling sun-umbrellas, walking sticks, seat-sticks	يشمل إعادة بيع العصي والمظلات اليدوية بكافة أشكالها وأنواعها المختلفة.		
AM-06808	a0v5800000dp8Dt	Freezone	100070	Still Photography	التصوير الفوتوغرافي للطبيعة الصامتة	Active		Media	اعلام	-	Low		Standard		Production (Film, TV & Radio)	الإنتاج الإذاعي والتليفزيوني	Communication Services	Media			Still Photography	التصوير الفوتوغرافي للطبيعة الصامتة		Media Brief Form
AM-08398	a0v4H00000g4CY2	Freezone	2396003	Stones Cutting, Shaping and Finishing	قطع و تشكيل و صقل الاحجار	Active		Industrial	صناعية	-	Low		Standard		Cutting, shaping and finishing of stone	قطع وتشكيل وصقل الأحجار	Materials	Construction Materials						Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-09074	a0v4K0000026UUK	Freezone	2511002	Structural Metal Parts Manufacturing	صناعة الأجزاء المعدنية الإنشائية	Inactive		Industrial	صناعية	-			Standard		Metal construction industry	صناعة الإنشاءات المعدنية	Industrials	Building Products						Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06039	a0v580000018MuR	Freezone	742137	Structural Quantity Surveying Consultancy	مساحة الكميات الانشائية	Active		Services	خدمية	-	Low		Standard		Consultancy -B- Engineering	الاستشارات - الهندسة والعمارة	Industrials	Construction & Engineering			Includes firms which undertake surveying structural quantities in terms of sizes and prices, upon the basis of designs and structural specifications set for the construction of projects.	يشمل المنشآت التي تعمل في دراسة الكميات التي تدخل في تنفيذ المشروعات الانشائية وتقدير احجامها وأسعارها استناداً إلى الرسومات والمواصفات الانشائية المعدة لتشييد تلك المشروعات والأبنية.	Certified_Academic_Degree	
AM-06040	a0v580000018MuS	Freezone	289202	Structural Steel Coating & Treatment	طلاء قضبان الدعم ومعالجتها	Active	150,000	Industrial	صناعية	-	Low		Standard		Coating, insulations, seals & protection materials manufactu	الطلاء وصناعة العوازل وموانع التسرب ومواد الوقاية	Materials	Metals			Includes firms which carry out coating of structural steel used in the support of concrete buildings with anti-erosion and rust-proof materials as protective means against effects of salts, humidity, chemical pollutants and others. This also includes pre-coating treatment of any holes or cracks in steel rods, or cutting and plying of rods according to the required specifications in order to form grids or support column molds, or to install the steel structures on site.	يشمل المنشآت التي تقوم بعمليات طلاء القضبان الحديدية المستخدمة في تدعيم الأبنية الخرسانية بالمواد الواقية من الصدأ والتآكل الناتج بتأثير الأملاح أو الرطوبة أو المواد الكيماوية وغير ذلك، كما يشمل ذلك معالجة القضبان قبل طلائها من الثقوب أو التشققات، أو إجراء عمليات قطع القضبان وثنيها حسب المواصفات المطلوبة تمهيداً لاستخدامها في تشكيل شباك و قوالب أعمدة الدعم أو تثبيت القضبان في موقع البناء.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06041	a0v580000018MuT	Freezone	281101	Structural Steel Manufacturing	صناعة الإنشاءات المعدنية	Active	150,000	Industrial	صناعية	-	Low		Standard		Structural steel manufacturing	صناعه الانشاءات المعدنيه	Industrials	Building Products			Includes manufacturing steel structures for building and construction purposes such as structural steel used in constructing bridges, tunnels and communication and energy transfer towers.	يشمل صناعة الأجزاء المعدنية المصنوعة من الصلب لأغراض البناء والتشييد كالهياكل المعدنية للأبنية، وهياكل الجسور والأنفاق والأبراج المعدنية التي تشيد لأغراض نقل الطاقة والاتصالات السلكية واللاسلكية وغير ذلك.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06042	a0v580000018MuU	Freezone	515949	Structural Wire Rope Systems Trading	تجارة انظمة الحبال المعدنية الانشائية	Active		Commercial	تجارية	-	Low		Standard		Mechanical & engineering equipment trading	تجارة المعدات الميكانيكية والهندسية	Industrials	Trading Companies & Distributors			Includes reselling wire rope systems used in a variety of different structural and decorative applications, such as bridge suspensions, structural bracing, balustrades, banners, mast rigging, awning and fixture hangings.	يشمل إعادة بيع أنظمة الحبال المعدنية التي تستخدم في مختلف الأعمال الإنشائية والديكور مثل الجسور المعلقة، الدعامات، الدرابزين، الرايات، السواري، المظلات.		Environment Protection & Development Authority, Department of Civil Defense
AM-03550	a0v580000018MGI	Freezone	1543-01	Sugar Candies Manufacturing	صناعة الحلويات السكرية	Active	150,000	Industrial	صناعية	-	Low		Standard		Bread manufacturing	صناعه الخبز	Consumer Staples	Food & Beverages			Includes manufacturing candies from a solution of sugar in water or milk, then flavorings and colorants are added	يشمل صناعة الحلويات بمزج السكر مع الماء أو الحليب ثم إضافة الملونات والمنكهات.		RAK Municipality- Public Health Department, Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-03551	a0v580000018MGJ	Freezone	1542-02	Sugar Cubes Manufacturing	صناعة مكعبات السكر	Active	150,000	Industrial	صناعية	-	Low		Standard		Food industries	الصناعات الغذائية	Consumer Staples	Food & Beverages			Includes preparing sugar cubes by wetting granulated sugar and pressing cubed moulds and the drying and packing.	يشمل عمليات تجهيز مكعبات السكر آليا عن طريق مزج السكر المكرر بالماء ثم نقله للقوالب التي تكون على شكل مكعبات ثم تنشيفه وتعبئته.		RAK Municipality- Public Health Department, Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-03552	a0v580000018MGK	Freezone	1072003	Sugar Packaging	تعبئة السكر	Active	150,000	Industrial	صناعية	-	Low		Standard		Foodstuff mills and packaging	طحن وتعبئة المواد الغذائية	Consumer Staples	Food & Beverages			Includes packaging refined sugar in consumer packs and set for final consumption, it can be granulated, in cubes, or powdered, it should not involve any form of processing prior to packaging.	يشمل إعادة تعبئة السكر المكرر في عبوات إستهلاكية بحيث يصبح جاهز للإستخدام النهائي سواء أكان في حالته العادية أو على هيئة مكعبات أو كان مسحوقا وذلك دون إدخال أية عمليات معالجة أو غيرها عليه قبل تعبئته.		RAK Municipality- Public Health Department, Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-03553	a0v580000018MGL	Freezone	5122-11	Sugar Trading	تجارة السكر	Active		Commercial	تجارية	-	Low		Standard		Floor mills	مطحنه	Consumer Staples	Consumer Staples Distribution & Retail			Includes reselling sugar, whether in bulk or consumer packs, in small packs or in small cubes.	هي إعادة بيع السكر بأنواعه وسواء أكان سائبا أو معبأ في أكياس بأحجام تجارية أو عبوات صغيرة أو على هيئة مكعبات أو غير ذلك.		For Warehouse & Land: RAK Municipality- Public Health Department
AM-06199	a0v580000018Mx1	Freezone	513945	Suitcases & Travel Requisites Trading	تجارة الحقائب ولوازم السفر	Active		Commercial	تجارية	-	Medium		Standard		Ready made garments qroup	مجموعة الملابس الجاهزة	Consumer Discretionary	Consumer Discretionary Distribution & Retail			Includes reselling of various travelling leather, metal, plastic or textile and fabrics suitcases and bags,as well as luggage wrapping and transporting and any other item used only for travelling.	هي إعادة بيع حقائب السفر باختلاف أنواعها وأحجامها، الجلدية منها أو المعدنية أو البلاستيكية أو المصنوعة من القماش والمنسوجات المختلفة، كما يشمل غير ذلك من الأدوات ومستلزمات حزم الأمتعة وحفظها ونقلها وأية أدوات أخرى لا تستخدم إلا أثناء السفر.		
AM-06129	a0v580000018Mvt	Freezone	191201	Suitcases Manufacturing	صناعة حقائب السفر	Active	150,000	Industrial	صناعية	-	Medium		Standard		Manufacturing of bags, shoes and leather products	صناعة الحقائب والاحذية	Consumer Discretionary	Textiles, Apparel & Luxury Goods			Includes the manufacture of suitcases from genuine leather and its substitutes, and other suitcases partly manufactured from leather, and suitcases manufactured totally from substitute materials such as plastic, aluminum, or woven fabrics.	يشمل صناعة حقائب السفر من الجلد الطبيعي وبدائله كما يشمل صناعة الحقائب التي تركب أجزاء منها من الجلد بالإضافة إلى الحقائب التي تصنع بكاملها من مواد أخرى بديلة كالبلاستيك أو الألمنيوم أو النسيج.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06203	a0v580000018Mx5	Freezone	513961	Sunglasses Trading	تجارة النظارات الشمسية	Active		Commercial	تجارية	-	Low		Standard		Medical eye glasses trading & eyes testing services	تجارة النظارات الطبية وخدمات فحص البصر	Consumer Discretionary	Consumer Discretionary Distribution & Retail			Includes reselling darken lenses glasses used to prevent sunlight and high energy lights from damaging or discomforting the eyes.	يشمل النظارات ذات العدسات الداكنة التي تستخدم لحماية العيون من أشعة الشمس الضارة أو الأضواء الباهرة.		
AM-02505	a0v580000018LzR	Freezone	5211-02	Supermarket	مجمع إستهلاكي (سوبرماركت)	Active		Commercial	تجارية	-	Low		Standard		Supermarket	سوبرماركت	Consumer Staples	Consumer Staples Distribution & Retail			Includes commercial complexes involved in marketing consumer fresh, preserved and canned foodstuff, household utensils and tools, detergents and other consumer goods for personal use.	يشمل المجمعات التجارية التي تسوق السلع والمنتجات الإستهلاكية كالمواد الغذائية الطازجة والمحفوظة والمعلبة وكذلك الأدوات والأواني المنزلية ولوازم التنظيف وغيرها من السلع الإستهلاكية ذات الإستخدام الشخصي والمنزلي.		RAK Municipality- Public Health Department, Department of Civil Defense, CCTV_Certificate_GENERAL_RESOURCES_AUTHORITY
AM-09374	a0vTm000001uffq	Freezone	7020028	Supply Chain Optimization Services	خدمات تحسين سلسلة التوريد	Active		Services	خدمية	-			Standard		Consultancy -D- management, information and marketing	الاستشارات - الادارة والمعلومات	Industrials	Professional Services			Applying AI and ML algorithms for optimizing supply chain processes, demand forecasting, inventory management, and logistics operations.	تطبيق خوارزميات الذكاء الاصطناعي والتعلم الآلي لتحسين عمليات سلسلة التوريد والتنبؤ بالطلب وإدارة المخزون والعمليات اللوجستية.		
AM-06131	a0v580000018Mvv	Freezone	369301	Surfboards Manufacturing	صناعة الواح التزلج	Active	150,000	Industrial	صناعية	-	Low		Standard		Ship building and repairing	صناعه واصلاح السفن	Consumer Discretionary	Leisure Products			Includes manufacturing surfboardsusing polyurethane or polystyrene foam and covered with layers of fiberglass, cloth and polyester in order to make light and strong enough to support wave riders.	يشمل صناعة ألواح التزلج من رغوة البوليرثين أو البوليسترين وتغطيتها بطبقات من الفيبرجلاس والقماش والبوليستر حتى تصبح خفيفة الوزن وقوية لتتحمل وزن راكبي الأمواج.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
