Activity Master: Activity Master Number,Activity Master: ID,Zone,Activity Code,Activity Name,Activity Name (Arabic),Status,Minimum Share Capital,License Type,License Type (Arabic),Is Not Allowed for Coworking(ESR),RAKEZ HSE Risk Classification,Compliance Risk Rating -RR,Is Special,Activity Price,Activity Group,Activity Group (Arabic),GICS Business Sector,GICS Subsector,Segment Name English,Segment Name Arabic,Description,Description (Arabic),Qualification Requirement,Documents Required
AM-05515,a0v580000018Mlz,Non-Freezone,4752043,Retai sale of Metal Ropes,بيع الحبال المعدنية - بالتجزئة,Active,,Commercial,تجارية,-,,,Standard,,Trading  minerals and products,تجارة المعادن ومنتجاتها,,,,,"Include the re-sale in specialized shops for all types of metal ropes, both were made of iron or copper or aluminum, which are used in tow vehicles - the SLING lifting mechanisms - the SLING lifting construction materials",تشمل إعادة البيع فى المتاجر المتخصصة لجميع انواع الحبال المعدنية سواء كانت مصنوعة من الحديد أو النحاس أو الالمنيوم والتى تستخدم فى جر المركبات ـ حبال رفع الآليات ـ حبال رفع مواد البناء,,
AM-05116,a0v580000018MfY,Non-Freezone,4722004,Retai sale of Mineral Water,بيع المياه المعدنية - بالتجزئة,Inactive,,Commercial,تجارية,-,,,Standard,,Commercial 4,تجاريــــــــة 4,Consumer Staples,Consumer Staples Distribution & Retail,,,,,,For Warehouse & Land: RAK Municipality- Public Health Department
AM-05096,a0v580000018MfE,Non-Freezone,4752010,Retai sale of Natural Stone,بيع الحجر الطبيعي - بالتجزئة,Active,,Commercial,تجارية,-,,,Standard,,Building materials trading,تجارة مواد البناء,Industrials,Trading Companies & Distributors,,,"Include the re-sale in specialized shops, retail outlets and all types of natural stones and other, this activity includes facilities that sell these materials in the initial form of crude blocks or panels before any industrial or manufacturing operations to retail customers directly.","تشمل إعادة  البيع في المتاجر المتخصصة بالتجزئة  لجميع أنواع الاحجار الطبيعية  وغيرها,   ويشمل هذا النشاط المنشآت التي تقوم ببيع هذه المواد   في شكلها الأولي الخام علي شكل كتل أو ألواح قبل إجراء  أية عمليات صناعية أو تحويلية عليها الي العملاء مباشرة بالتجزئة.",,
AM-02859,a0v580000018M59,Non-Freezone,4773604,Retai sale of Painting Equipments and Machinery,بيع معدات وآلات الطلاء - بالتجزئة,Active,,Commercial,تجارية,-,,,Standard,,Factories and workshop equipment,معدات المصانع و الورش ,Industrials,Trading Companies & Distributors,,,"Include the resale shops and all types of retail specialized equipment and machinery used in the dye or paint or coating or waxing, such as paint spraying, mattress and tools, etc.",يشمل إعادة البيع فى المحلات والمتاجر المتخصصة بالتجزئة لحميع انواع المعدات والآلات التي تستخدم في الصبغ أو الدهان أو الطلاء أو التلميع مثل الرولات والفرشات واجهزة الرش وخلافه .,,
AM-05092,a0v580000018MfA,Non-Freezone,4752008,Retai sale of Polishing Material,بيع مواد التلميع - بالتجزئة,Active,,Commercial,تجارية,-,,,Standard,,Building materials trading,تجارة مواد البناء,,,,,"Include the re-sale in specialized shops, retail outlets and the final consumer in trade with Polishes used in buildings glasswork, stone, metalwork, and cars or for other purposes and products, whether in the form of liquids or powders, as well as materials, powder coating of electricity, as well as miscellaneous dyes ka with painkillers and Condensates Wastewaters basis PASTES and supplies, and finishes include the re-sale of the Polishes  This section does not include the sale of dyes and coloring materials.","تشمل إعادة  البيع في المتاجر المتخصصة بالتجزئة  للمستهلك النهائي في التجارة  بمواد التلميع المستخدمة في المباني والمعدنيات والسيارات  أو  غير ذلك من الأغراض والمنتجات سواء أكانت علي هيئة سوائل   أو مساحيق بالإضافة إلى مواد ومساحيق الطلاء الكهربائي,  وكذلك لوازم الأصباغ كا لمخففات والمكثفات وأصباغ الأساس   والمعاجين ولوازم التشطيبات, كما يشمل ذلك إعادة بيع   الملمعات (الورنيش ) ولايشمل هذا الفرع بيع الأصباغ ومواد التلوين .",,
AM-05519,a0v580000018Mm3,Non-Freezone,4752045,Retai sale of Prefabricated Houses and Parts,تجارة الأبنية الجاهزة وأجزائها - بالتجزئة,Active,,Commercial,تجارية,-,,,Standard,,Building materials trading,تجارة مواد البناء,,,,,Include companies specialized in processing those types of prefabricated buildings or units outside the construction site before the implementation of the project and then shipped and assembled at the site easily and can be built in the image of the parts and then moved to the construction site for installation and include all types such as the dining halls of first-aid units etc..,تشمل الشركات المتخصصة فى تجهيز تلك الأنواع من الأبنية مسبقة الصنع أو وحدات منها خارج موقع البناء قبل تنفيذ المشروع ومن ثم شحنها وتجميعها فى الموقع بسهولة ويمكن بناءها فى صورة اجزاء ومن ثم نقلها الى موقع البناء للتركيب وتشمل جميع الانواع مثل قاعات الطعام والوحدات الاسعافية الخ .,,
AM-05437,a0v580000018Mkj,Non-Freezone,4752029,Retai sale of Ready-Made Concrete,بيع الخرسانة الجاهزة - بالتجزئة,Active,,Commercial,تجارية,-,,,Standard,,Building materials trading,تجارة مواد البناء,Industrials,Trading Companies & Distributors,,,The facilities include the sale of ready-made concrete contracting companies and the succession of its agreement with the concrete factories ready to supply those facilities by private cars those factories or as Thor missiles in those facilities from custom cars to transport concrete,تشمل المنشات التي تقوم باعادة بيع الخرسانة الجاهزة لشركات المقاولات وخلافة من خلال قيامها بالأتفاق مع مصانع الخرسانة الجاهزة للتوريد لتلك المنشأت بواسطة السيارات الخاصة بتلك المصانع أو حسب ماتملكه تلك المنشات من سيارات مخصصة لنقل الخرسانة,,
AM-03177,a0v580000018MAH,Non-Freezone,4752004,Retai sale of Sanitary Ware and Fittings,بيع الأدوات الصحية وتمديداتها - بالتجزئة,Active,,Commercial,تجارية,-,,,Standard,,Electrical trading,تجارة الكهربائيات,Industrials,Trading Companies & Distributors,,,"Include the resale specialized shops retail health tools such as wash basins and toilets and bathtubs and accessories ka sprinkler transducer and stopcocks are free installation tools bathrooms and kitchens (except kitchen furnishings), as well as covers the discharge of sewage and other points.",يشمل إعادة  البيع في المتاجر المتخصصة بالتجزئة  للأدوات الصحية مثل احواض الغسيل  وأحواض الإستحمام   والمراحيض ولوازمها كا لصنابير والمحابس وأدوات تركيب   الحمامات والمطابخ (بإستثناء أثاث المطابخ) وكذلك أغطية  نقاط تصريف مياه المجاري وغيرها.,,
AM-05036,a0v580000018MeG,Non-Freezone,4752005,Retai sale of Tanks and Reservoirs,بيع الخزانات و الصهاريج - بالتجزئة,Active,,Commercial,تجارية,-,,,Standard,,Building materials trading,تجارة مواد البناء,,,,,"Include the resale specialized shops fixed retail heterogeneities and cisterns made of metal or plastic or reinforced fiber or other material, and used in residential buildings or commercial and industrial water storage or petroleum products or chemicals or other liquid substances.","تشمل  إعادة  البيع في المتاجر المتخصصة بالتجزئة   للخزانات والصهاريج الثابتة المصنوعة   من المعادن أو البلاستيك أو الألياف المقواة أو غيرها   من المواد, والمستخدمة في الأبنية السكنية أو التجارية   والصناعية لتخزين المياه أو المواد البترولية أو الكيماويات   أو غيرها من المواد السائلة.",,
AM-05098,a0v580000018MfG,Non-Freezone,4752011,Retai sale of Tiles and Grounds,بيع البلاط - بالتجزئة,Active,,Commercial,تجارية,-,,,Standard,,Building materials trading,تجارة مواد البناء,,,,,"Include the re-sale in specialized shops, retail fuels such as mosaic tile ceramic tiles cement tiles including tiles and engaged this activity includes the re-sale of the floors are used in the buildings or in the means of transportation or other purposes of hardened rubber or plastic or wood or fiber or not.","تشمل إعادة  البيع في المتاجر المتخصصة بالتجزئة  للبلاط بأنواعه مثل البلاط الموزاييك والسيراميك  والبلاط الأسمنتي بما في ذلك البلاط المعشق,  كما  يشمل هذا النشاط إعادة بيع الأرضيات المستخدمة في الأبنية أو  في وسائل النقل أو غيرها من الأغراض والمصنوعة من المطاط أو  البلاستيك أو الخشب أو الألياف أو غير ذلك.",,
AM-05798,a0v580000018MqY,Non-Freezone,4773922,Retai sale of Water and Electricity Meters,بيع عدادت المياه والكهرباء - بالتجزئة,Active,,Commercial,تجارية,-,,,Standard,,Electrical trading,تجارة الكهربائيات,,,,,Includes reselling Water and Electricity Meters,هي إعادة  البيع في المتاجر المتخصصة بالتجزئة لعدادت المياه والكهرباء ,,
AM-03605,a0v580000018MHB,Freezone,1531-05,Rice Husking & Polishing,تقشير الأرز وتبييضه وتلميعه,Active,"150,000",Industrial,صناعية,-,Low,,Standard,,Foodstuff mills and packaging,طحن وتعبئة المواد الغذائية,Consumer Staples,Food & Beverages,,,"Includes removing husks from the paddy to render it consumable, it involves the protective layer surrounding the grain to produce brown rice, then removing the germ and bran layers from the grain to produce white rice.",يشمل عمليات إزالة القشور من الأرز الخام حتي يصبح صلحا للإستهلاك، والخطوة الأولى في العملية تشمل إزالة القشرة الخارجية لإنتاج الأرز الأسمر والخطوة الثانية هي إزالة القشرة السمراء لإنتاج حبوب الأرز البيضاء.,,"RAK Municipality- Public Health Department, Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-07027,a0v4H00000fYcRN,Non-Freezone,1061005,Rice Milling,ضرب الأرز,Active,"150,000",Industrial,صناعية,-,Low,,Standard,,Grinding and packing food,طحن وتعبئة المواد الغذائية,,,Grinding and packing food,طحن وتعبئة المواد الغذائية,"The activity is concerned with making rice and preparing it for consumption by applying the following processes: First: cleaning and grading: the basis of the cleaning process is the exclusion or separation of any other components that may be mixed with rice from gravel, sand and others. Second: Peeling: The purpose of the peeling process is to separate the outer shell from the rice without cracking the peeled rice grains. The peeling process is done under the influence of shear stresses, pressure and friction on the surface of the rice grains. Third: Separation and sorting of rice: The products of the peeling process are peeled rice, unshelled rice and other things. These products are sifted to separate unshelled rice from the rice. Fourth: Bleaching: The bleaching process means removing dark layers, and this process is done by scratching or friction. Fifth: Polishing: The benefit of this stage is to give the rice a shiny surface.",النشاط معني بصناعة الأرز وإعداده للإستهلاك وذلك بتطبيق العمليات الآتية: أولا:التنـــظيف والــتدريج : الأساس فى عملية التنظيف هو استبعاد أو فصل أى مكونات أخرى قد تكون مختلطة مع الأرز من حصى ورمل وغيرها. ثانيا:التـــــقشير : الغرض من عملية التقشير هو فصل القشرة الخارجية من الأرز بدون تكسير حبوب الأرز المقشور وتتم عملية التقشير تحت تأثير اجهادات القص والضغط والاحتكاك على سطح حبوب الأرز. ثالثا:الفصل وفرز الأرز : نواتج عملية التقشير هى أرز مقشور وأرز غير مقشور وأشياء أخرى ويتم غربلة هذه النواتج لفصل الأرزالغير مقشور عن الأرز . رابعا:التبييض : وتعنى عملية التبييض ازالة الطبقات الداكنة وتتم هذه العملية بالخربشة أو الاحتكاك . خامسا التلميع : وفائدة هذه المرحلة هي منح الأرز السطح اللامع.,,"RAK Municipality- Public Health Department, ENVIRONMENT_PROTECTION_&_DEVELOPMENT_AUTHORITY, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-06007,a0v580000018Mtv,Freezone,281104,Rigs & Oilfield Platforms Manufacturing,صناعة المنصات البحرية وابراج الحفر,Active,"150,000",Industrial,صناعية,-,Low,High,Special,"5,000",Structural steel manufacturing,صناعه الانشاءات المعدنيه,ENERGY,Energy Equipment & Services,,,"Includes manufacturing metal and concrete offshore oil platform to extract and process oil and natural gas from offshore oilfields, these platforms usually contain facilities to house the workforce, they are either built on artificial islands, floating or fixed to the ocean.",يشمل إنشاء المنصات البحرية من الأسمنت أو الحديد داخل البحر لإقامة أبراج الحفر وتجهيزات إستخراج وتخزين النفط والغاز الطبيعي المستخرجان من حقول النفط البحرية، إضافة لمرافق سكن العاملين بها، وتقام تلك المنصات على الجزر الإصطناعية أو يمكن أن تكون عائمة ومربوطة إلى قاع المحيط.,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-06690,a0v58000002w7AZ,Freezone,66210,Risk and damage evaluation,تقييم المخاطر والأضرار,Active,,Services,خدمية,-,Low,,Standard,,Services,خدمية,Financials,Insurance,,,,,,
AM-08109,a0v4H00000fYcip,Non-Freezone,6621001,Risks and Damages Disclosure and Estimate,كشف و تقدير المخاطر و الأضرار,Active,,Professional,مهنية,-,Low,,Standard,,Insurance services,خدمات التأمين,,,Insurance services,خدمات التأمين,,,,Insurance Authority
AM-06008,a0v580000018Mtw,Freezone,742102,Road & Traffic Engineering Consultancy,هندسة الطرق والمرور,Active,,Services,خدمية,-,Low,,Standard,,Other engineering services,خدمات هندسية اخرى,Industrials,Construction & Engineering,,,"Includes firms specialized in offering engineering services related to roads, traffic and their precise specializations. These services also include the elaboration of studies, designs, plans and technical specifications for bridges, tunnels, pedestrian accesses and motion studies etc.",يشمل المنشآت المتخصصة في تقديم الخدمات الهندسية المتعلقة بالطرق والمرور وتخصصاتها الدقيقة، ويشمل ذلك إعداد الدراسات والتصاميم والرسومات والمواصفات الفنية المتعلقة بالجسور والأنفاق ومعابر المشاة، ودراسات الحركة وغيرها.,Certified_Academic_Degree,
AM-07177,a0v4H00000fYcTn,Non-Freezone,1920005,Road Coverings and Petrochemical Industry Products Manufacturing,صناعة منتجات تغطية الطرق والصناعات البتروكيماوية,Active,"150,000",Industrial,صناعية,-,High,,Standard,,Oil products industry,صناعة منتجات النفط,ENERGY,"Oil, Gas & Consumable Fuels",Oil products industry,صناعة منتجات النفط,"The activity is concerned with the manufacture of asphalt, which is derived from petroleum refining processes and is used in the works of paving roads, streets, airports and other uses.",النشاط معني بصناعة الإسفلت المشتق من عمليات تكرير البترول ويستخدم في أعمال رصف الطرق والشوارع والمطارات وغيرها من الإستخدامات.,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-08190,a0v4H00000fYck8,Non-Freezone,7110702,Road Engineering Consultancy,استشارات هندسية في الطرق,Active,,Professional,مهنية,-,Low,,Standard,,Consulting - Engineering and Architecture,الإستشارات - الهندسة والعمارة,Industrials,Construction & Engineering,Other engineering services,خدمات هندسية أخرى,,,Certified_Academic_Degree,
AM-09304,a0vTm000000Tmm2,Non-Freezone,4923002,Road transport of raw materials (non-petroleum),النقل البري للمواد الخام ( الغير بترولية ),Active,,Commercial,تجارية,-,,,Standard,,Land Shipment and Transportation Services,خدمات النقل والشحن البري,Industrials,Shipping & Logistics,,,The facilities include TRUCKING heavy and light and processed raw materials in non-petroleum materials including all types of raw materials,يشمل المنشآت التي تقوم بالنقل بالشاحنات الخفيفة والثقيلة والمجهزة للمواد للمواد الخام الغير بترولية ويشمل ذلك جميع انواع المواد الخام,,
AM-02422,a0v580000018Ly6,Freezone,5211-06,Roastery,محمصة,Active,,Commercial,تجارية,-,Low,,Standard,,Roastry,محمصة,Consumer Staples,Consumer Staples Distribution & Retail,,,"Includes small shops engaged in roasting nuts, coffee beans, spices, cereals or others, and make the packing in small consumer packs, as well as carry out roasting for others, also, reselling gifts, novelties, artificial flowers and some foodstuff items, such shops are small that they are not classified as industrial firms of category (D).","يشمل المحال الصغيرة التي تقوم بتحميص بعض أنواع المواد الغذائية كالمكسرات أو البن أو التوابل أو الحبوب أو غيرها وتجهيزها للإستخدام النهائي وبيعها بالوزن في عبوات ذات حجم استهلاكي أو التي تقوم بخدمة التحميص للغير بمقابل وتكون هذه المحال صغيرة الحجم بحيث لايمكن تصنيفها ضمن المنشآت التي تزاول النشاط الصناعي في الفئة (د), كما يشمل هذا النشاط إعادة بيع بعض الهدايا والتحف والزهور الإصطناعية وبعض المواد الغذائية ذات العلاقة بنشاط المنشأة.",,RAK Municipality- Public Health Department
AM-08848,a0v4K000001ADzd,Freezone,4741018,Robotics & Smart Machines Trading,تجارة الروبوتات والأجهزة الذكية,Active,,Commercial,تجارية,-,Low,,Standard,,Electronics group,مجموعة الالكترونيات,Information Technology,Technology Hardware & Equipment,,,"Includes reselling robotics that apply artificial intelligence to enable them to think intelligently in the similar manner the intelligent humans think, and which can take the place of humans in dangerous environments, manufacturing, also, other smart machines, such as, home automation devices that turn homes into smart homes.",يشمل إعادة بيع الإنسان الآلي (الربوتات) التي تستخدم تقنيات الذكاء الاصطناعي لكي تتصرف وتعمل بنفس طريقة عمل العقل البشري ولكي تقوم بأداء بعض المهام بدلا عن العنصر البشري مثل بعض المهام الخطرة والمهام الصناعية الدقيقة والشاقة، وكذلك جميع أنواع الأجهزة والمعدات الذكية مثل تاك التي تحول المنشآت السكنية إلي بيوت ذكية عبر التحكم في الأجهزة المعدات الكهربائية والإلكترونية به,,
AM-08479,a0v4H00000g5mbY,Non-Freezone,2829017,Robots and Simulation Devices Manufacturing,صناعة الإنسان الآلي وأجهزة المحاكاة,Active,,Industrial,صناعية,-,Low,,Standard,,manufacture of engines and Vehicles,صناعة العربات والمحركات,Industrials,Machinery & Equipment,manufacture of engines and Vehicles,صناعة العربات والمحركات,"A robot is a mechanical or virtual artificial agent, usually an electro-mechanical machine that is guided by a computer program or electronic circuitry. Robots can be autonomous, semi-autonomous or remotely controlled[citation needed] and range from humanoids such as ASIMO and TOPIO to Nano robots, 'swarm' robots, and industrial robots. By mimicking a lifelike appearance or automating movements, a robot may convey a sense of intelligence or thought of its own. The branch of technology that deals with robots is called robotics. Simulation is the imitation of the operation of a real-world process or system over time. The act of simulating something first requires that a model be developed; this model represents the key characteristics or behaviors of the selected physical or abstract system or process. The model represents the system itself, whereas the simulation represents the operation of the system over time. Simulation is used in many contexts, such as simulation of technology for",الإنسان الآلي هو عامل الاصطناعية الميكانيكية أو الظاهرية، وعادة آلة كهروميكانيكية التي تداربواسطة برنامج كمبيوتر أو دوائر الإلكترونية. الروبوتات يمكن أن تكون مستقلة، أو شبه مستقلة أومتحكم فيها عن بعد ومن فئة الإنسان الآلي أنواع عدة منها الشبية بالبشر ومنها الصناعي. والتقليد المشابه للواقع للإنسان الآلي بحركات تشغيل آلية يمنح التعبيرعن مفهوم الذكاء أو الفكر من تلقاء نفسه. لمحاكاة هي تقليد لعمل عملية في العالم الحقيقي أو النظام مع مرور الوقت.فعل المحاكاة شئ يتطلب أولا تطوير نموذج. يتم استخدام المحاكاة في العديد من السياقات، مثل محاكاة التكنولوجيا من أجل تحسين الأداء، وهندسة السلامة، والاختبار، والتدريب، والتعليم، وألعاب الفيديو. أجهزة محاكاة التدريب تشمل محاكاة للطيران علي طائرة تدريب الطيارين لتوفر لهم تجربة مماثلة للواقع . كما يستخدم المحاكاة عندما لا يمكن تطبيق النظام الحقيقي علي أرض الواقع ، لصعوبة ذلك أو للخطورة ، أو يجري تصميم النظام ولكن لم يبنى بعد، أو النظام علي أرض الواقع ببساطة غير موجود.,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-09260,a0v8e000000l7a0,Freezone,2829017,Robots and Simulation Devices Manufacturing,صناعة الإنسان الآلي وأجهزة المحاكاة,Active,,Industrial,صناعية,-,Low,,Standard,,manufacture of engines and Vehicles,صناعة العربات والمحركات,Industrials,Machinery & Equipment,manufacture of engines and Vehicles,صناعة العربات والمحركات,"A robot is a mechanical or virtual artificial agent, usually an electro-mechanical machine that is guided by a computer program or electronic circuitry. Robots can be autonomous, semi-autonomous or remotely controlled[citation needed] and range from humanoids such as ASIMO and TOPIO to Nano robots, 'swarm' robots, and industrial robots. By mimicking a lifelike appearance or automating movements, a robot may convey a sense of intelligence or thought of its own. The branch of technology that deals with robots is called robotics. Simulation is the imitation of the operation of a real-world process or system over time. The act of simulating something first requires that a model be developed; this model represents the key characteristics or behaviors of the selected physical or abstract system or process. The model represents the system itself, whereas the simulation represents the operation of the system over time. Simulation is used in many contexts, such as simulation of technology for",الإنسان الآلي هو عامل الاصطناعية الميكانيكية أو الظاهرية، وعادة آلة كهروميكانيكية التي تداربواسطة برنامج كمبيوتر أو دوائر الإلكترونية. الروبوتات يمكن أن تكون مستقلة، أو شبه مستقلة أومتحكم فيها عن بعد ومن فئة الإنسان الآلي أنواع عدة منها الشبية بالبشر ومنها الصناعي. والتقليد المشابه للواقع للإنسان الآلي بحركات تشغيل آلية يمنح التعبيرعن مفهوم الذكاء أو الفكر من تلقاء نفسه. لمحاكاة هي تقليد لعمل عملية في العالم الحقيقي أو النظام مع مرور الوقت.فعل المحاكاة شئ يتطلب أولا تطوير نموذج. يتم استخدام المحاكاة في العديد من السياقات، مثل محاكاة التكنولوجيا من أجل تحسين الأداء، وهندسة السلامة، والاختبار، والتدريب، والتعليم، وألعاب الفيديو. أجهزة محاكاة التدريب تشمل محاكاة للطيران علي طائرة تدريب الطيارين لتوفر لهم تجربة مماثلة للواقع . كما يستخدم المحاكاة عندما لا يمكن تطبيق النظام الحقيقي علي أرض الواقع ، لصعوبة ذلك أو للخطورة ، أو يجري تصميم النظام ولكن لم يبنى بعد، أو النظام علي أرض الواقع ببساطة غير موجود.,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-06756,a0v5800000GeFK0,Freezone,23990-01,Rock Wool Manufacturing,صناعة الصوف الصخري,Active,"150,000",Industrial,صناعية,-,Low,,Standard,,Non-metallic mineral products Manufacturing,صُنع المنتجات المعدنية اللافلزية,Materials,Construction Materials,,,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-08684,a0v4H00000g5mer,Non-Freezone,7120024,Roofs & Scaffolding Support Systems Examination,خدمات فحص أنظمة تدعيم الأسقف والسقالات,Active,,Professional,مهنية,-,Low,,Standard,,Laboratories,المختبرات,,,Laboratories,المختبرات,,,,
AM-03440,a0v580000018MEW,Freezone,514927,"Ropes, Sacks & Jute Bags Trading",تجارة الخيش والحبال,Active,,Commercial,تجارية,-,Medium,,Standard,,"Bags, backaging materials & paper trading",تجارة العبوات ومواد التغليف والورق,Industrials,Trading Companies & Distributors,,,"Includes reselling of bags and ropes made of natural fibers, linen, plastic or other materials.",هي إعادة بيع الأكياس والجواليق (الخيش) والحبال سواء أكانت مصنوعة من الألياف الطبيعية أو من الكتان أو من المواد البلاستيكية أو من غيرها من المواد التي يمكن استخدامها لنفس الأغراض.,,
AM-06009,a0v580000018Mtx,Freezone,172302,Ropes Manufacturing,صناعة الحبال وما يماثلها,Active,"150,000",Industrial,صناعية,-,Medium,,Standard,,Cotton & metal nets & ropes manufacturing,صناعة الشباك والحبال من القطن والمعدن,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,"Includes the manufacture of all kinds of ropes from fibrous materials such as cotton, jute, linen, paper, plastic, twine, including even the fiber glass. This includes processes of fiber curling, dyeing, packing and wrapping (Metal rope manufacturing is classified under class number 2899).",يشمل صناعة مختلف أنواع الحبال وما يماثلها من خامات الألياف المتنوعة كالقطن والجوت والكتان والورق والبلاستيك والقنب وغير ذلك من الألياف بما فيها الألياف الزجاجية، ويدخل في ذلك عمليات برم الألياف وصباغتها وتعبئتها (صناعة الحبال المعدنية صنفت تحت الفصل 2899).,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-07098,a0v4H00000fYcSW,Non-Freezone,1394003,Ropes or Nettings Products Manufacturing,صناعة منتجات الحبال أو الشِباك,Active,"150,000",Industrial,صناعية,-,Medium,,Standard,,Manufacture of nets and ropes,صناعة الشباك والحبال,,,Nets and Ropes industry,صناعة الشباك والحبال,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-03607,a0v580000018MHD,Freezone,1549-08,Rose Water Bottling,تعبئة ماء الورد,Active,"150,000",Industrial,صناعية,-,Low,,Standard,,Foodstuff mills and packaging,طحن وتعبئة المواد الغذائية,Consumer Staples,Food & Beverages,,,Includes bottling rose water after distilling rose petals and water.,يشمل تعبئة ماء الورد في عبوات إستهلاكية بعد عمليات تقطيره.,,"RAK Municipality- Public Health Department, Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-06346,a0v580000018MzO,Non-Freezone,100154908,Rose Water Bottling,تعبئة ماء الورد,Inactive,,Industrial,صناعية,-,Low,,Standard,,Industrial 1,صناعيـــــــة 1,Consumer Staples,Food & Beverages,,,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-07247,a0v4H00000fYcUv,Non-Freezone,2219003,Rubber Conveyor and Transmission Belts or Belting Manufacturing,صناعة احزمة و سيور نقل المواد والحركة المطاطية,Active,"150,000",Industrial,صناعية,-,High,,Standard,,Manufacture of tires and rubber products,صناعة الإطارات ومنتجات المطاط,Industrials,Machinery & Equipment,Manufacture of tires and rubber products,صناعة الإطارات ومنتجات المطاط,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-07198,a0v4H00000fYcU8,Non-Freezone,2013005,Rubber-like Glues Manufacturing,صناعة الأصماغ المشابهة للمطاط,Active,"150,000",Industrial,صناعية,-,High,,Standard,,Chemical industry,صناعة الكيماويات,Materials,Chemicals,Chemical industry,صناعة الكيماويات,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-07245,a0v4H00000fYcUt,Non-Freezone,2219001,"Rubber Plates, Sheets ,Rods and Profile Shapes Manufacturing",صناعة الألواح والأشرطة والمقاطع الخاصة المطاطية,Active,"150,000",Industrial,صناعية,-,High,,Standard,,Manufacture of tires and rubber products,صناعة الإطارات ومنتجات المطاط,Materials,Chemicals,Manufacture of tires and rubber products,صناعة الإطارات ومنتجات المطاط,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-01753,a0v580000018LnJ,Non-Freezone,2219004,Rubber Powder from Used Tyres Manufacturing,صناعة مسحوق المطاط من الإطارات المستعملة,Inactive,,Industrial,صناعية,-,,,Standard,,Industrial 1,صناعيـــــــة 1,Industrials,Waste Management,,,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-01739,a0v580000018Ln5,Non-Freezone,2219001,Rubber Products Manufacturing,صناعة المنتجات المطاطية,Inactive,,Industrial,صناعية,-,High,,Standard,,Industrial 1,صناعيـــــــة 1,Materials,Chemicals,,,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-06011,a0v580000018Mtz,Freezone,251901,Rubber Products Manufacturing,صناعة المنتجات المطاطية,Active,"150,000",Industrial,صناعية,-,High,,Standard,,Manufacture of tyres and rubber products,صناعة الاطارات ومنتجات المطاط,Materials,Chemicals,,,"Includes manufacturing natural or artificial rubber products, such as mats, rubber rings and glass fixation requisites.",يشمل صناعة كافة منتجات المطاط الطبيعي أو الصناعي كالحلقات والأحزمة والسيور المطاطية ولوازم التثبيت كتلك المستخدمة في تثبيت ألواح الزجاج وغيره.,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-08873,a0v4K000001BWK3,Non-Freezone,2219010,Rubber Threads and Ropes Manufacturing,صناعة الخيوط والحبال المطاطية,Active,"150,000",Industrial,صناعية,ESR,,,Standard,,Chemical industry,صناعة الكيماويات,,,,,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-03446,a0v580000018MEc,Freezone,514911,Rubber Trading,تجارة المطاط,Active,,Commercial,تجارية,-,Medium,,Standard,,Chemicals trading,تجارة الكيماويات,Industrials,Trading Companies & Distributors,,,"Includes reselling natural and synthetic rubber to use in manufacturing such as tires, belts, bags shoes, synthetic sponge.",يشمل إعادة بيع المطاط سواء كان م مصدر طبيعي أو صناعي لإستخدامه في مختلف الصناعات مثل صناعة إطارات السيارات والأشرطة والسيور والحقائب والأحذية والأرضيات والإسفنج الصناعي.,,
AM-07242,a0v4H00000fYcUq,Non-Freezone,2211001,Rubber Tyres Manufacturing,صناعة الإطارات المطاطية,Active,"150,000",Industrial,صناعية,-,High,,Standard,,Manufacture of tires and rubber products,صناعة الإطارات ومنتجات المطاط,Consumer Discretionary,Automotive & Parts,Manufacture of tires and rubber products,صناعة الإطارات ومنتجات المطاط,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
